guess	qty	min	max 	ave	    lw/max	p2
twang	94	1	0826	33.70	03.8	10,197
boded	94	1	0762	33.70	04.2	10,257
fudge	94	1	0774	33.70	04.1	10,297
shrub	94	1	0831	33.70	03.8	10,539
slung	94	1	0904	33.70	03.5	10,555
wound	94	1	0917	33.70	03.5	10,598
clomp	94	1	0918	33.70	03.5	11,054
night	94	1	0924	33.70	03.4	11,116
cheep	94	1	0886	33.70	03.6	11,450
lunch	94	1	0939	33.70	03.4	11,543
basal	94	1	0924	33.70	03.4	11,578
plink	94	1	0969	33.70	03.3	11,800
gusty	94	1	0950	33.70	03.3	11,869
dolly	94	1	0957	33.70	03.3	12,464
knish	94	1	1005	33.70	03.2	12,604
sulky	94	1	1010	33.70	03.1	12,744
swift	94	1	1033	33.70	03.1	13,177
chomp	94	1	1120	33.70	02.8	15,111
gazer	93	1	0527	34.07	06.0	6,049
dozer	93	1	0605	34.07	05.2	6,763
hydra	93	1	0520	34.07	06.1	6,858
poked	93	1	0582	34.07	05.4	6,930
prize	93	1	0587	34.07	05.4	6,959
depth	93	1	0609	34.07	05.2	7,056
medic	93	1	0589	34.07	05.4	7,205
masse	93	1	0534	34.07	05.9	7,308
sided	93	1	0639	34.07	05.0	7,363
scarf	93	1	0643	34.07	04.9	7,454
apace	93	1	0582	34.07	05.4	7,760
hymen	93	1	0495	34.07	06.4	7,764
alias	93	1	0674	34.07	04.7	7,995
hoagy	93	1	0658	34.07	04.8	8,108
heavy	93	1	0604	34.07	05.3	8,158
hyped	93	1	0639	34.07	05.0	8,231
imbed	93	1	0661	34.07	04.8	8,306
optic	93	1	0677	34.07	04.7	8,353
natal	93	1	0738	34.07	04.3	8,476
twerk	93	1	0603	34.07	05.3	8,628
recur	93	1	0623	34.07	05.1	8,764
briar	93	1	0685	34.07	04.6	8,783
amaro	93	1	0682	34.07	04.7	8,816
kinda	93	1	0680	34.07	04.7	8,842
stent	93	1	0663	34.07	04.8	9,023
doped	93	1	0702	34.07	04.5	9,104
belch	93	1	0637	34.07	05.0	9,120
pylon	93	1	0792	34.07	04.0	9,158
atlas	93	1	0761	34.07	04.2	9,185
among	93	1	0695	34.07	04.6	9,208
modus	93	1	0783	34.07	04.1	9,314
softy	93	1	0816	34.07	03.9	9,448
lofty	93	1	0790	34.07	04.0	9,531
fumed	93	1	0759	34.07	04.2	9,786
canon	93	1	0755	34.07	04.2	9,794
batch	93	1	0838	34.07	03.8	9,819
silky	93	1	0854	34.07	03.7	10,050
bleep	93	1	0827	34.07	03.8	10,128
beget	93	1	0831	34.07	03.8	10,174
where	93	1	0826	34.07	03.8	10,640
clown	93	1	0880	34.07	03.6	10,645
pasta	93	1	0885	34.07	03.6	10,693
bided	93	1	0809	34.07	03.9	10,960
butte	93	1	0738	34.07	04.3	10,966
brick	93	1	0900	34.07	03.5	11,568
botch	93	1	0946	34.07	03.4	11,627
stint	93	1	0981	34.07	03.2	11,970
delve	93	1	0961	34.07	03.3	12,131
colon	93	1	0971	34.07	03.3	12,298
truth	93	1	0989	34.07	03.2	13,162
cough	93	1	1043	34.07	03.0	13,338
thick	93	1	1042	34.07	03.0	13,726
pluck	93	1	1142	34.07	02.8	15,866
chump	93	1	1277	34.07	02.5	18,904
relax	92	1	0437	34.44	07.3	5,427
paper	92	1	0521	34.44	06.1	5,856
inane	92	1	0422	34.44	07.5	6,005
alley	92	1	0461	34.44	06.9	6,426
elope	92	1	0578	34.44	05.5	7,008
aware	92	1	0598	34.44	05.3	7,038
linen	92	1	0573	34.44	05.5	7,168
waked	92	1	0612	34.44	05.2	7,551
blaze	92	1	0580	34.44	05.5	7,861
atoll	92	1	0606	34.44	05.2	7,938
rural	92	1	0636	34.44	05.0	8,058
layup	92	1	0712	34.44	04.5	8,127
vaunt	92	1	0718	34.44	04.4	8,225
batik	92	1	0698	34.44	04.5	8,367
wooer	92	1	0665	34.44	04.8	8,444
renew	92	1	0734	34.44	04.3	8,609
nasal	92	1	0773	34.44	04.1	9,061
umbra	92	1	0702	34.44	04.5	9,908
domed	92	1	0735	34.44	04.3	9,919
welch	92	1	0682	34.44	04.7	10,089
empty	92	1	0731	34.44	04.3	10,192
mixed	92	1	0772	34.44	04.1	10,338
leech	92	1	0748	34.44	04.2	10,556
stilt	92	1	0892	34.44	03.6	10,675
swang	92	1	0843	34.44	03.8	10,765
stick	92	1	0899	34.44	03.5	10,896
dally	92	1	0868	34.44	03.7	11,063
hanky	92	1	0866	34.44	03.7	11,132
dough	92	1	0923	34.44	03.4	11,285
humid	92	1	0933	34.44	03.4	11,532
again	92	1	0873	34.44	03.6	11,757
stout	92	1	0924	34.44	03.4	11,810
floor	92	1	0892	34.44	03.6	12,243
dinky	92	1	0978	34.44	03.2	12,425
clung	92	1	0989	34.44	03.2	12,614
filch	92	1	1062	34.44	03.0	14,193
fling	92	1	1063	34.44	03.0	14,236
pinky	92	1	1074	34.44	03.0	14,355
stunt	92	1	1078	34.44	02.9	14,359
mulch	92	1	1091	34.44	02.9	14,795
booth	92	1	1167	34.44	02.7	16,924
usher	91	1	0444	34.81	07.1	5,137
taxed	91	1	0520	34.81	06.1	5,744
awoke	91	1	0426	34.81	07.4	6,333
waive	91	1	0492	34.81	06.4	6,543
hirer	91	1	0566	34.81	05.6	6,683
abhor	91	1	0543	34.81	05.8	6,993
ethos	91	1	0600	34.81	05.3	6,995
dosed	91	1	0566	34.81	05.6	7,180
ether	91	1	0630	34.81	05.0	7,226
pokey	91	1	0486	34.81	06.5	7,305
corgi	91	1	0647	34.81	04.9	7,349
rerun	91	1	0567	34.81	05.6	7,883
pixel	91	1	0656	34.81	04.8	8,294
reedy	91	1	0664	34.81	04.8	8,401
rower	91	1	0665	34.81	04.8	8,525
ensue	91	1	0617	34.81	05.1	8,579
favor	91	1	0664	34.81	04.8	8,666
skeet	91	1	0731	34.81	04.3	8,778
newsy	91	1	0653	34.81	04.9	8,906
puked	91	1	0712	34.81	04.5	8,998
stall	91	1	0761	34.81	04.2	9,234
gnash	91	1	0769	34.81	04.1	9,268
diced	91	1	0720	34.81	04.4	9,399
kneel	91	1	0729	34.81	04.4	9,407
tacky	91	1	0768	34.81	04.1	9,410
magic	91	1	0749	34.81	04.2	9,530
testy	91	1	0677	34.81	04.7	9,767
edger	91	1	0809	34.81	03.9	10,084
toxin	91	1	0833	34.81	03.8	10,278
dodge	91	1	0752	34.81	04.2	10,288
tenth	91	1	0678	34.81	04.7	10,384
birch	91	1	0848	34.81	03.7	10,512
hefty	91	1	0731	34.81	04.3	10,579
whelp	91	1	0690	34.81	04.6	11,178
snowy	91	1	0908	34.81	03.5	11,232
lying	91	1	0905	34.81	03.5	11,232
droop	91	1	0896	34.81	03.5	11,415
wring	91	1	0895	34.81	03.5	11,650
nifty	91	1	0908	34.81	03.5	11,735
patty	91	1	0887	34.81	03.6	11,936
dying	91	1	0965	34.81	03.3	12,175
cuing	91	1	0985	34.81	03.2	12,271
fleck	91	1	0743	34.81	04.3	12,641
fusty	91	1	1022	34.81	03.1	13,790
cabal	91	1	1065	34.81	03.0	14,236
lumpy	91	1	1087	34.81	02.9	15,128
pushy	91	1	1110	34.81	02.9	15,283
bough	91	1	1109	34.81	02.9	15,317
groom	91	1	1080	34.81	02.9	15,582
fungo	91	1	1089	34.81	02.9	15,697
adieu	90	1	0354	35.20	09.0	4,006
asset	90	1	0464	35.20	06.8	5,710
apnea	90	1	0539	35.20	05.9	6,972
niece	90	1	0631	35.20	05.0	7,390
piper	90	1	0603	35.20	05.3	7,508
savoy	90	1	0620	35.20	05.1	7,678
detox	90	1	0593	35.20	05.3	7,772
aspic	90	1	0605	35.20	05.2	7,961
nuked	90	1	0646	35.20	04.9	8,145
getup	90	1	0585	35.20	05.4	8,362
geode	90	1	0752	35.20	04.2	8,695
rally	90	1	0661	35.20	04.8	8,740
below	90	1	0578	35.20	05.5	8,743
yacht	90	1	0746	35.20	04.3	8,745
prowl	90	1	0713	35.20	04.4	8,754
unwed	90	1	0666	35.20	04.8	8,764
evict	90	1	0620	35.20	05.1	8,841
pilaf	90	1	0713	35.20	04.4	9,216
lorry	90	1	0730	35.20	04.3	9,384
mooed	90	1	0735	35.20	04.3	9,644
knife	90	1	0654	35.20	04.8	9,701
taboo	90	1	0743	35.20	04.3	10,030
theme	90	1	0765	35.20	04.1	10,161
emery	90	1	0632	35.20	05.0	10,235
fancy	90	1	0833	35.20	03.8	10,440
vomit	90	1	0831	35.20	03.8	10,532
gotta	90	1	0732	35.20	04.3	10,888
marry	90	1	0832	35.20	03.8	10,950
ghoul	90	1	0877	35.20	03.6	10,963
plonk	90	1	0887	35.20	03.6	11,040
still	90	1	0892	35.20	03.6	11,149
honor	90	1	0870	35.20	03.6	11,238
polio	90	1	0880	35.20	03.6	11,454
petty	90	1	0722	35.20	04.4	11,518
wheel	90	1	0846	35.20	03.7	11,632
duped	90	1	0825	35.20	03.8	11,633
wormy	90	1	0887	35.20	03.6	11,731
focus	90	1	0894	35.20	03.5	11,853
gipsy	90	1	0944	35.20	03.4	11,945
width	90	1	0941	35.20	03.4	12,256
swamp	90	1	0929	35.20	03.4	12,725
blimp	90	1	1019	35.20	03.1	13,551
witch	90	1	1033	35.20	03.1	14,007
stuck	90	1	1032	35.20	03.1	14,049
flush	90	1	1043	35.20	03.0	14,193
thump	90	1	1111	35.20	02.9	15,539
butch	90	1	1110	35.20	02.9	15,555
winch	90	1	1130	35.20	02.8	15,807
asker	89	1	0387	35.60	08.2	4,074
lazed	89	1	0558	35.60	05.7	6,397
ovary	89	1	0546	35.60	05.8	7,359
dozen	89	1	0613	35.60	05.2	7,969
gorge	89	1	0616	35.60	05.1	8,104
ahead	89	1	0590	35.60	05.4	8,364
bravo	89	1	0660	35.60	04.8	8,646
fixer	89	1	0655	35.60	04.8	8,916
unity	89	1	0772	35.60	04.1	8,929
seedy	89	1	0687	35.60	04.6	9,006
nixed	89	1	0705	35.60	04.5	9,264
axion	89	1	0611	35.60	05.2	9,404
prior	89	1	0768	35.60	04.1	9,465
eying	89	1	0737	35.60	04.3	9,575
foamy	89	1	0731	35.60	04.3	9,741
bench	89	1	0646	35.60	04.9	9,817
youth	89	1	0821	35.60	03.9	9,908
waded	89	1	0713	35.60	04.4	9,912
meshy	89	1	0712	35.60	04.5	9,953
drama	89	1	0803	35.60	04.0	10,165
gravy	89	1	0775	35.60	04.1	10,179
scuba	89	1	0757	35.60	04.2	10,194
scrub	89	1	0792	35.60	04.0	10,274
scowl	89	1	0815	35.60	03.9	10,274
dwarf	89	1	0773	35.60	04.1	10,290
piped	89	1	0776	35.60	04.1	10,453
ditto	89	1	0809	35.60	03.9	10,624
tenet	89	1	0824	35.60	03.8	10,627
mimed	89	1	0776	35.60	04.1	10,920
berry	89	1	0663	35.60	04.8	11,038
larva	89	1	0856	35.60	03.7	11,983
frown	89	1	0893	35.60	03.6	12,158
sweep	89	1	0890	35.60	03.6	12,230
pubis	89	1	0932	35.60	03.4	12,386
brusk	89	1	0916	35.60	03.5	12,470
fatal	89	1	0941	35.60	03.4	12,582
spool	89	1	0957	35.60	03.3	12,759
rumor	89	1	0960	35.60	03.3	13,105
shlub	89	1	0992	35.60	03.2	13,218
blink	89	1	1030	35.60	03.1	13,778
showy	89	1	1021	35.60	03.1	14,001
condo	89	1	1038	35.60	03.1	14,224
curry	89	1	1005	35.60	03.2	14,361
furor	89	1	1016	35.60	03.1	14,490
filmy	89	1	1043	35.60	03.0	14,670
snuck	89	1	1084	35.60	02.9	15,017
boson	89	1	1063	35.60	03.0	15,359
pupil	89	1	1071	35.60	03.0	15,742
swoon	89	1	1156	35.60	02.7	17,251
whisk	89	1	1170	35.60	02.7	17,679
whack	89	1	1135	35.60	02.8	18,295
chunk	89	1	1255	35.60	02.5	19,040
lyric	88	1	0543	36.00	05.8	7,055
mauve	88	1	0513	36.00	06.2	7,379
covey	88	1	0478	36.00	06.6	7,687
apple	88	1	0544	36.00	05.8	7,919
raver	88	1	0634	36.00	05.0	7,962
boxer	88	1	0622	36.00	05.1	7,989
knave	88	1	0580	36.00	05.5	8,370
gauze	88	1	0583	36.00	05.4	8,494
etude	88	1	0700	36.00	04.5	8,787
udder	88	1	0684	36.00	04.6	9,273
whirl	88	1	0702	36.00	04.5	9,562
sorry	88	1	0779	36.00	04.1	9,617
karat	88	1	0802	36.00	04.0	9,821
sauna	88	1	0817	36.00	03.9	9,930
harry	88	1	0770	36.00	04.1	10,391
stood	88	1	0821	36.00	03.9	10,417
merry	88	1	0632	36.00	05.0	10,587
pesky	88	1	0688	36.00	04.6	10,676
rigor	88	1	0826	36.00	03.8	10,916
speck	88	1	0721	36.00	04.4	11,513
music	88	1	0875	36.00	03.6	11,545
slash	88	1	0873	36.00	03.6	11,803
imply	88	1	0952	36.00	03.3	13,321
might	88	1	0999	36.00	03.2	13,328
blown	88	1	0976	36.00	03.3	13,370
crumb	88	1	0975	36.00	03.3	13,554
flaky	88	1	0980	36.00	03.2	13,930
swing	88	1	1028	36.00	03.1	14,048
dilly	88	1	0999	36.00	03.2	14,170
plunk	88	1	1028	36.00	03.1	14,297
spoon	88	1	1034	36.00	03.1	14,344
block	88	1	1037	36.00	03.1	14,513
pagan	88	1	1049	36.00	03.0	14,860
fight	88	1	1087	36.00	02.9	15,532
logon	88	1	1085	36.00	02.9	15,851
finch	88	1	1124	36.00	02.8	15,957
pudgy	88	1	1115	36.00	02.8	16,078
chimp	88	1	1130	36.00	02.8	16,195
manga	88	1	1111	36.00	02.9	16,724
flick	88	1	1138	36.00	02.8	16,850
punky	88	1	1193	36.00	02.7	17,778
agate	87	1	0535	36.41	05.9	7,366
abate	87	1	0552	36.41	05.7	7,371
emote	87	1	0579	36.41	05.5	7,528
faked	87	1	0585	36.41	05.4	7,573
thyme	87	1	0512	36.41	06.2	7,838
mixer	87	1	0601	36.41	05.3	7,840
radii	87	1	0588	36.41	05.4	7,872
zoned	87	1	0613	36.41	05.2	7,986
trill	87	1	0682	36.41	04.7	8,357
codex	87	1	0660	36.41	04.8	8,742
goose	87	1	0618	36.41	05.1	9,023
imbue	87	1	0576	36.41	05.5	9,049
newer	87	1	0734	36.41	04.3	9,230
newly	87	1	0639	36.41	05.0	9,246
circa	87	1	0655	36.41	04.8	9,338
rover	87	1	0688	36.41	04.6	9,378
libel	87	1	0682	36.41	04.7	9,538
loyal	87	1	0681	36.41	04.7	10,012
alloy	87	1	0681	36.41	04.7	10,368
fella	87	1	0608	36.41	05.2	10,577
weigh	87	1	0676	36.41	04.7	10,727
limbo	87	1	0802	36.41	04.0	10,789
fence	87	1	0811	36.41	03.9	11,022
plebe	87	1	0827	36.41	03.8	11,105
shell	87	1	0723	36.41	04.4	11,208
wreck	87	1	0717	36.41	04.4	11,220
catty	87	1	0846	36.41	03.7	11,454
privy	87	1	0860	36.41	03.7	11,650
shall	87	1	0873	36.41	03.6	11,813
smack	87	1	0912	36.41	03.5	12,385
climb	87	1	0977	36.41	03.2	13,015
synch	87	1	0977	36.41	03.2	13,034
parka	87	1	0933	36.41	03.4	13,151
windy	87	1	0994	36.41	03.2	13,684
stoop	87	1	0978	36.41	03.2	13,720
spiky	87	1	1011	36.41	03.1	13,966
cushy	87	1	1066	36.41	03.0	14,989
hinky	87	1	1056	36.41	03.0	15,082
whiny	87	1	1064	36.41	03.0	15,157
lucky	87	1	1087	36.41	02.9	16,140
mushy	87	1	1108	36.41	02.9	16,248
bushy	87	1	1111	36.41	02.9	16,539
bunch	87	1	1168	36.41	02.7	17,194
flung	87	1	1152	36.41	02.8	17,432
flunk	87	1	1150	36.41	02.8	17,693
bloom	87	1	1238	36.41	02.6	19,701
rhyme	86	1	0478	36.84	06.6	6,935
inner	86	1	0534	36.84	05.9	6,952
tress	86	1	0551	36.84	05.8	7,702
octet	86	1	0528	36.84	06.0	7,742
moxie	86	1	0534	36.84	05.9	8,130
afoul	86	1	0529	36.84	06.0	8,142
maxed	86	1	0642	36.84	04.9	8,522
major	86	1	0669	36.84	04.7	9,051
gauge	86	1	0593	36.84	05.3	9,066
remix	86	1	0601	36.84	05.3	9,078
redux	86	1	0672	36.84	04.7	9,355
indie	86	1	0709	36.84	04.5	9,692
faded	86	1	0680	36.84	04.7	9,713
venom	86	1	0628	36.84	05.0	9,790
agora	86	1	0672	36.84	04.7	9,807
joint	86	1	0831	36.84	03.8	10,354
revue	86	1	0761	36.84	04.2	10,390
shiva	86	1	0705	36.84	04.5	10,616
stock	86	1	0825	36.84	03.8	10,661
rocky	86	1	0802	36.84	04.0	10,673
druid	86	1	0824	36.84	03.8	11,072
class	86	1	0856	36.84	03.7	11,435
award	86	1	0870	36.84	03.6	11,976
dandy	86	1	0858	36.84	03.7	12,185
mochi	86	1	0879	36.84	03.6	12,642
wharf	86	1	0851	36.84	03.7	12,822
silly	86	1	0944	36.84	03.4	12,908
coach	86	1	0848	36.84	03.7	12,954
frock	86	1	0960	36.84	03.3	13,587
avail	86	1	0914	36.84	03.5	13,680
gonna	86	1	0819	36.84	03.9	13,779
fritz	86	1	0950	36.84	03.3	13,899
hacky	86	1	0980	36.84	03.2	14,363
belly	86	1	0803	36.84	04.0	14,401
snoop	86	1	1034	36.84	03.1	14,558
burro	86	1	0988	36.84	03.2	14,571
hewed	86	1	1016	36.84	03.1	14,616
gulch	86	1	1096	36.84	02.9	15,805
dumpy	86	1	1125	36.84	02.8	16,655
photo	86	1	1103	36.84	02.9	16,699
bulky	86	1	1218	36.84	02.6	19,250
payee	85	1	0505	37.27	06.3	6,327
extra	85	1	0453	37.27	07.0	6,779
hazed	85	1	0574	37.27	05.5	7,785
abase	85	1	0547	37.27	05.8	7,920
loess	85	1	0594	37.27	05.3	8,002
aphid	85	1	0609	37.27	05.2	8,486
gazed	85	1	0640	37.27	05.0	8,731
coxed	85	1	0660	37.27	04.8	8,880
dryer	85	1	0664	37.27	04.8	8,917
waxen	85	1	0619	37.27	05.1	8,957
expat	85	1	0585	37.27	05.4	9,142
idled	85	1	0675	37.27	04.7	9,221
drill	85	1	0709	37.27	04.5	9,410
endow	85	1	0593	37.27	05.3	9,436
defog	85	1	0662	37.27	04.8	9,603
kaput	85	1	0759	37.27	04.2	9,623
borax	85	1	0672	37.27	04.7	9,936
index	85	1	0705	37.27	04.5	10,043
needy	85	1	0715	37.27	04.4	10,632
arrow	85	1	0724	37.27	04.4	11,153
attic	85	1	0744	37.27	04.3	11,195
await	85	1	0820	37.27	03.9	11,611
agita	85	1	0800	37.27	04.0	11,792
panda	85	1	0869	37.27	03.7	11,960
sooty	85	1	0915	37.27	03.5	12,117
kneed	85	1	0881	37.27	03.6	12,290
ought	85	1	0886	37.27	03.6	12,359
penny	85	1	0788	37.27	04.0	13,545
unbag	85	1	0876	37.27	03.6	13,665
curvy	85	1	0914	37.27	03.5	13,684
dived	85	1	0918	37.27	03.5	14,407
spill	85	1	1031	37.27	03.1	14,547
avian	85	1	0945	37.27	03.4	14,718
promo	85	1	1037	37.27	03.1	15,411
mewed	85	1	1056	37.27	03.0	15,464
folky	85	1	1046	37.27	03.0	15,791
crook	85	1	1065	37.27	03.0	16,088
asked	84	1	0454	37.71	07.0	5,648
maize	84	1	0451	37.71	07.0	6,661
hazel	84	1	0493	37.71	06.4	6,798
hokey	84	1	0496	37.71	06.4	8,076
zebra	84	1	0549	37.71	05.8	8,483
hertz	84	1	0610	37.71	05.2	8,921
cello	84	1	0572	37.71	05.5	9,072
henna	84	1	0551	37.71	05.8	9,390
agape	84	1	0618	37.71	05.1	9,673
snafu	84	1	0719	37.71	04.4	9,800
river	84	1	0714	37.71	04.4	10,105
edify	84	1	0657	37.71	04.8	10,612
educe	84	1	0773	37.71	04.1	10,683
adapt	84	1	0805	37.71	03.9	10,957
spell	84	1	0686	37.71	04.6	11,608
truss	84	1	0885	37.71	03.6	12,137
amiss	84	1	0770	37.71	04.1	12,330
ferry	84	1	0687	37.71	04.6	12,629
fixed	84	1	0843	37.71	03.8	12,933
ricin	84	1	0898	37.71	03.5	13,124
loony	84	1	0972	37.71	03.3	13,599
batty	84	1	0939	37.71	03.4	14,110
rigid	84	1	0970	37.71	03.3	14,766
bevel	84	1	0990	37.71	03.2	14,849
murky	84	1	0965	37.71	03.3	14,891
potty	84	1	1029	37.71	03.1	15,124
worry	84	1	1037	37.71	03.1	15,955
flock	84	1	1059	37.71	03.0	16,145
scoop	84	1	1079	37.71	02.9	16,321
sully	84	1	1112	37.71	02.9	16,805
flood	84	1	1111	37.71	02.9	16,920
swill	84	1	1107	37.71	02.9	17,038
molly	84	1	1112	37.71	02.9	17,281
golly	84	1	1120	37.71	02.8	17,551
wonky	84	1	1146	37.71	02.8	17,829
brook	84	1	1132	37.71	02.8	18,402
hunky	84	1	1181	37.71	02.7	18,621
husky	84	1	1178	37.71	02.7	18,635
conch	84	1	1197	37.71	02.7	19,017
bongo	84	1	1337	37.71	02.4	22,736
bully	84	1	1353	37.71	02.3	23,620
above	83	1	0422	38.17	07.5	7,165
icier	83	1	0564	38.17	05.6	7,443
troll	83	1	0649	38.17	04.9	8,108
heath	83	1	0540	38.17	05.9	8,565
extol	83	1	0602	38.17	05.3	8,751
adage	83	1	0655	38.17	04.8	9,051
droll	83	1	0704	38.17	04.5	9,134
heave	83	1	0696	38.17	04.6	10,058
sieve	83	1	0749	38.17	04.2	10,466
elbow	83	1	0688	38.17	04.6	10,880
boxed	83	1	0755	38.17	04.2	11,190
envoy	83	1	0781	38.17	04.1	11,290
ember	83	1	0816	38.17	03.9	11,497
jibed	83	1	0795	38.17	04.0	11,906
venue	83	1	0829	38.17	03.8	12,279
bless	83	1	0704	38.17	04.5	12,766
wacko	83	1	0816	38.17	03.9	12,825
hedge	83	1	0928	38.17	03.4	12,993
event	83	1	0779	38.17	04.1	13,470
canny	83	1	0930	38.17	03.4	13,574
flail	83	1	0881	38.17	03.6	13,913
junto	83	1	0924	38.17	03.4	13,945
ditty	83	1	0955	38.17	03.3	13,959
sappy	83	1	0949	38.17	03.3	14,288
shill	83	1	1016	38.17	03.1	14,541
owing	83	1	0964	38.17	03.3	14,741
glowy	83	1	1010	38.17	03.1	14,945
duchy	83	1	1028	38.17	03.1	15,289
cheek	83	1	0974	38.17	03.3	15,318
rotor	83	1	1033	38.17	03.1	15,602
timid	83	1	1044	38.17	03.0	15,607
wight	83	1	1068	38.17	03.0	16,067
loopy	83	1	1071	38.17	03.0	16,278
teeth	83	1	0940	38.17	03.4	16,776
twill	83	1	1080	38.17	02.9	16,812
gushy	83	1	1097	38.17	02.9	16,909
booty	83	1	1091	38.17	02.9	17,117
clack	83	1	1115	38.17	02.8	18,239
billy	83	1	1171	38.17	02.7	19,146
folly	83	1	1177	38.17	02.7	19,573
pooch	83	1	1297	38.17	02.4	21,383
mooch	83	1	1364	38.17	02.3	23,330
yokel	82	1	0418	38.63	07.6	6,358
sized	82	1	0621	38.63	05.1	7,851
japed	82	1	0602	38.63	05.3	8,248
exact	82	1	0595	38.63	05.3	8,622
bribe	82	1	0625	38.63	05.1	8,954
froze	82	1	0623	38.63	05.1	9,051
pupae	82	1	0535	38.63	05.9	9,060
zonal	82	1	0640	38.63	05.0	9,186
risky	82	1	0677	38.63	04.7	9,493
enema	82	1	0554	38.63	05.7	9,657
gooey	82	1	0592	38.63	05.4	10,329
jaunt	82	1	0770	38.63	04.1	10,444
evade	82	1	0759	38.63	04.2	10,793
motif	82	1	0812	38.63	03.9	10,980
brass	82	1	0774	38.63	04.1	11,185
lilac	82	1	0784	38.63	04.0	11,585
basis	82	1	0766	38.63	04.1	11,908
annoy	82	1	0704	38.63	04.5	12,024
vixen	82	1	0797	38.63	04.0	13,003
dotty	82	1	0920	38.63	03.4	13,225
bawdy	82	1	0916	38.63	03.5	14,038
frill	82	1	0919	38.63	03.5	14,289
avast	82	1	0993	38.63	03.2	14,611
schmo	82	1	0985	38.63	03.2	14,629
tinny	82	1	1002	38.63	03.2	14,865
pubic	82	1	0993	38.63	03.2	14,981
dusky	82	1	0991	38.63	03.2	15,023
amuck	82	1	0959	38.63	03.3	15,259
dwell	82	1	0913	38.63	03.5	15,595
lipid	82	1	1062	38.63	03.0	16,057
naval	82	1	1031	38.63	03.1	16,187
villa	82	1	0914	38.63	03.5	16,201
holly	82	1	1055	38.63	03.0	16,522
wedge	82	1	1088	38.63	02.9	16,761
picky	82	1	1102	38.63	02.9	17,124
twist	82	1	1145	38.63	02.8	17,923
gumbo	82	1	1181	38.63	02.7	19,936
couch	82	1	1215	38.63	02.6	20,320
livid	82	1	1217	38.63	02.6	20,664
fudgy	82	1	1233	38.63	02.6	20,762
filly	82	1	1238	38.63	02.6	21,399
azure	81	1	0380	39.11	08.3	5,968
yoked	81	1	0506	39.11	06.3	7,732
oasis	81	1	0450	39.11	07.0	8,582
lasso	81	1	0626	39.11	05.1	8,702
ethic	81	1	0620	39.11	05.1	9,015
cache	81	1	0588	39.11	05.4	9,920
hello	81	1	0607	39.11	05.2	10,042
upper	81	1	0654	39.11	04.8	10,089
bible	81	1	0682	39.11	04.7	11,003
matzo	81	1	0721	39.11	04.4	11,260
afoot	81	1	0758	39.11	04.2	12,510
using	81	1	0904	39.11	03.5	12,867
small	81	1	0903	39.11	03.5	13,086
elegy	81	1	0717	39.11	04.4	13,416
glass	81	1	0911	39.11	03.5	13,625
toddy	81	1	0920	39.11	03.4	13,654
erred	81	1	0953	39.11	03.3	13,724
messy	81	1	0780	39.11	04.1	14,163
slosh	81	1	0957	39.11	03.3	14,229
ditzy	81	1	0934	39.11	03.4	14,316
stash	81	1	0927	39.11	03.4	14,326
wrung	81	1	0973	39.11	03.3	14,812
milky	81	1	1012	39.11	03.1	15,192
crack	81	1	0951	39.11	03.3	15,266
roomy	81	1	0979	39.11	03.2	15,354
comma	81	1	0864	39.11	03.7	15,646
howdy	81	1	1038	39.11	03.1	16,190
skimp	81	1	1078	39.11	02.9	16,490
flowy	81	1	1063	39.11	03.0	16,980
smash	81	1	1043	39.11	03.0	17,357
hilly	81	1	1090	39.11	02.9	17,619
hulky	81	1	1112	39.11	02.9	17,832
psych	81	1	1128	39.11	02.8	18,023
nutty	81	1	1112	39.11	02.9	18,059
gloop	81	1	1149	39.11	02.8	18,595
slush	81	1	1154	39.11	02.8	18,638
forgo	81	1	1142	39.11	02.8	19,260
dodgy	81	1	1191	39.11	02.7	20,073
gully	81	1	1334	39.11	02.4	23,830
lexis	80	1	0537	39.60	05.9	8,526
exist	80	1	0644	39.60	04.9	9,843
crass	80	1	0727	39.60	04.4	9,963
fazed	80	1	0666	39.60	04.8	10,034
virus	80	1	0725	39.60	04.4	10,124
press	80	1	0641	39.60	04.9	10,397
lemma	80	1	0565	39.60	05.6	10,419
crazy	80	1	0738	39.60	04.3	10,629
swami	80	1	0678	39.60	04.7	10,715
exult	80	1	0700	39.60	04.5	11,181
opium	80	1	0753	39.60	04.2	11,782
koala	80	1	0799	39.60	04.0	11,836
smell	80	1	0699	39.60	04.5	12,286
havoc	80	1	0796	39.60	04.0	12,311
priss	80	1	0868	39.60	03.7	12,760
joust	80	1	0908	39.60	03.5	12,809
grill	80	1	0853	39.60	03.7	12,942
abbot	80	1	0743	39.60	04.3	13,030
diked	80	1	0813	39.60	03.9	13,098
unhip	80	1	0937	39.60	03.4	13,856
fewer	80	1	0929	39.60	03.4	14,060
gimme	80	1	0786	39.60	04.0	14,362
swell	80	1	0755	39.60	04.2	14,368
smoky	80	1	0997	39.60	03.2	14,888
folio	80	1	0985	39.60	03.2	15,562
catch	80	1	0999	39.60	03.2	15,564
flown	80	1	1013	39.60	03.1	15,735
fatty	80	1	0987	39.60	03.2	16,226
samba	80	1	1058	39.60	03.0	16,776
ceded	80	1	1060	39.60	03.0	16,799
undid	80	1	1063	39.60	03.0	17,099
