guess	qty	min	max 	ave 	lw/max	p2
verbs	81	1	0627	39.11	05.1	9,344
bokeh	81	1	0588	39.11	05.4	9,381
ceili	81	1	0609	39.11	05.2	9,638
piezo	81	1	0573	39.11	05.5	9,643
ryper	81	1	0633	39.11	05.0	9,792
smize	81	1	0607	39.11	05.2	9,810
siens	81	1	0668	39.11	04.7	9,826
nomen	81	1	0604	39.11	05.3	9,885
cache	81	1	0588	39.11	05.4	9,920
nonas	81	1	0659	39.11	04.8	9,924
rills	81	1	0666	39.11	04.8	9,945
adats	81	1	0730	39.11	04.3	9,980
hello	81	1	0607	39.11	05.2	10,042
fives	81	1	0667	39.11	04.8	10,067
upper	81	1	0654	39.11	04.8	10,089
berob	81	1	0629	39.11	05.0	10,108
arear	81	1	0648	39.11	04.9	10,111
garri	81	1	0693	39.11	04.6	10,132
sands	81	1	0753	39.11	04.2	10,159
weamb	81	1	0604	39.11	05.3	10,165
rymer	81	1	0632	39.11	05.0	10,242
vibey	81	1	0620	39.11	05.1	10,255
roric	81	1	0763	39.11	04.2	10,327
socas	81	1	0697	39.11	04.6	10,362
newie	81	1	0757	39.11	04.2	10,398
urbex	81	1	0691	39.11	04.6	10,424
parps	81	1	0757	39.11	04.2	10,617
peghs	81	1	0650	39.11	04.9	10,711
kaifs	81	1	0739	39.11	04.3	10,719
elemi	81	1	0646	39.11	04.9	10,812
sozin	81	1	0806	39.11	03.9	10,867
neems	81	1	0664	39.11	04.8	10,922
oskin	81	1	0750	39.11	04.2	10,975
bible	81	1	0682	39.11	04.7	11,003
refix	81	1	0655	39.11	04.8	11,032
sowse	81	1	0635	39.11	05.0	11,117
welks	81	1	0672	39.11	04.7	11,120
rayah	81	1	0770	39.11	04.1	11,125
mawns	81	1	0820	39.11	03.9	11,163
greek	81	1	0816	39.11	03.9	11,245
matzo	81	1	0721	39.11	04.4	11,260
kiaat	81	1	0825	39.11	03.8	11,268
hemes	81	1	0789	39.11	04.0	11,270
wefts	81	1	0687	39.11	04.6	11,381
janty	81	1	0790	39.11	04.0	11,417
croci	81	1	0763	39.11	04.2	11,441
heben	81	1	0801	39.11	04.0	11,471
jobed	81	1	0750	39.11	04.2	11,524
iglus	81	1	0812	39.11	03.9	11,630
hebes	81	1	0801	39.11	04.0	11,633
dowak	81	1	0750	39.11	04.2	11,694
selle	81	1	0822	39.11	03.9	11,727
forza	81	1	0683	39.11	04.6	11,729
mafic	81	1	0790	39.11	04.0	11,783
laarf	81	1	0822	39.11	03.9	11,916
eughs	81	1	0755	39.11	04.2	12,012
lytta	81	1	0791	39.11	04.0	12,065
simas	81	1	0770	39.11	04.1	12,093
wafts	81	1	0853	39.11	03.7	12,129
pooay	81	1	0763	39.11	04.2	12,295
indow	81	1	0857	39.11	03.7	12,378
unwit	81	1	0888	39.11	03.6	12,491
rosps	81	1	0844	39.11	03.8	12,494
afoot	81	1	0758	39.11	04.2	12,510
vangs	81	1	0866	39.11	03.7	12,570
buoys	81	1	0883	39.11	03.6	12,571
bortz	81	1	0872	39.11	03.6	12,605
thanx	81	1	0863	39.11	03.7	12,610
yeven	81	1	0784	39.11	04.0	12,693
heedy	81	1	0781	39.11	04.1	12,808
jowed	81	1	0793	39.11	04.0	12,824
using	81	1	0904	39.11	03.5	12,867
apeak	81	1	0703	39.11	04.5	12,890
pattu	81	1	0856	39.11	03.7	12,933
bewet	81	1	0893	39.11	03.6	12,945
pacai	81	1	0844	39.11	03.8	12,956
emerg	81	1	0796	39.11	04.0	12,977
coypu	81	1	0934	39.11	03.4	13,024
small	81	1	0903	39.11	03.5	13,086
nimps	81	1	0931	39.11	03.4	13,095
feeds	81	1	0841	39.11	03.8	13,136
drere	81	1	0953	39.11	03.3	13,164
masts	81	1	0911	39.11	03.5	13,185
macks	81	1	0912	39.11	03.5	13,209
fohns	81	1	0929	39.11	03.4	13,237
costs	81	1	0925	39.11	03.4	13,250
beeps	81	1	0821	39.11	03.9	13,333
haoma	81	1	0868	39.11	03.7	13,395
elegy	81	1	0717	39.11	04.4	13,416
glass	81	1	0911	39.11	03.5	13,625
toddy	81	1	0920	39.11	03.4	13,654
emeus	81	1	0735	39.11	04.3	13,686
merer	81	1	0939	39.11	03.4	13,698
erred	81	1	0953	39.11	03.3	13,724
booay	81	1	0819	39.11	03.9	13,811
gurks	81	1	0893	39.11	03.6	13,814
klong	81	1	0962	39.11	03.3	14,011
reerd	81	1	0953	39.11	03.3	14,030
mythi	81	1	0917	39.11	03.5	14,038
suids	81	1	0957	39.11	03.3	14,052
nicks	81	1	0964	39.11	03.3	14,117
messy	81	1	0780	39.11	04.1	14,163
cills	81	1	0957	39.11	03.3	14,187
himbo	81	1	0914	39.11	03.5	14,210
slosh	81	1	0957	39.11	03.3	14,229
nancy	81	1	0930	39.11	03.4	14,238
polls	81	1	0957	39.11	03.3	14,253
moloi	81	1	0911	39.11	03.5	14,275
ditzy	81	1	0934	39.11	03.4	14,316
stash	81	1	0927	39.11	03.4	14,326
endew	81	1	0929	39.11	03.4	14,342
whids	81	1	0950	39.11	03.3	14,343
slomo	81	1	0981	39.11	03.2	14,486
thill	81	1	0998	39.11	03.2	14,582
wolfs	81	1	0949	39.11	03.3	14,602
wrick	81	1	0962	39.11	03.3	14,628
wrung	81	1	0973	39.11	03.3	14,812
macas	81	1	0995	39.11	03.2	15,037
massy	81	1	0969	39.11	03.3	15,085
milky	81	1	1012	39.11	03.1	15,192
alfas	81	1	0964	39.11	03.3	15,235
abram	81	1	0958	39.11	03.3	15,256
crack	81	1	0951	39.11	03.3	15,266
pubco	81	1	1014	39.11	03.1	15,319
roomy	81	1	0979	39.11	03.2	15,354
ombus	81	1	0962	39.11	03.3	15,363
vasal	81	1	0998	39.11	03.2	15,374
pasha	81	1	1011	39.11	03.1	15,484
thete	81	1	0940	39.11	03.4	15,543
rurps	81	1	1004	39.11	03.2	15,603
comma	81	1	0864	39.11	03.7	15,646
micks	81	1	1015	39.11	03.1	15,668
hamal	81	1	1040	39.11	03.1	15,696
wifts	81	1	1033	39.11	03.1	15,783
sabha	81	1	1024	39.11	03.1	15,806
mahal	81	1	1040	39.11	03.1	15,873
lisps	81	1	1031	39.11	03.1	15,963
welly	81	1	0792	39.11	04.0	15,979
humic	81	1	1037	39.11	03.1	16,002
wheep	81	1	0993	39.11	03.2	16,151
howdy	81	1	1038	39.11	03.1	16,190
mitts	81	1	1064	39.11	03.0	16,270
comby	81	1	1082	39.11	02.9	16,349
skimp	81	1	1078	39.11	02.9	16,490
pilin	81	1	1080	39.11	02.9	16,535
tofts	81	1	1056	39.11	03.0	16,831
baddy	81	1	1017	39.11	03.1	16,970
flowy	81	1	1063	39.11	03.0	16,980
virid	81	1	1057	39.11	03.0	17,187
smash	81	1	1043	39.11	03.0	17,357
wally	81	1	1061	39.11	03.0	17,372
culls	81	1	1097	39.11	02.9	17,586
hilly	81	1	1090	39.11	02.9	17,619
hulky	81	1	1112	39.11	02.9	17,832
badam	81	1	1109	39.11	02.9	17,889
psych	81	1	1128	39.11	02.8	18,023
nutty	81	1	1112	39.11	02.9	18,059
pissy	81	1	1124	39.11	02.8	18,059
churr	81	1	1144	39.11	02.8	18,120
mocos	81	1	1107	39.11	02.9	18,188
fowth	81	1	1129	39.11	02.8	18,221
gurry	81	1	1120	39.11	02.8	18,590
gloop	81	1	1149	39.11	02.8	18,595
slush	81	1	1154	39.11	02.8	18,638
posho	81	1	1164	39.11	02.7	18,853
hoops	81	1	1164	39.11	02.7	18,955
choss	81	1	1154	39.11	02.8	19,133
forgo	81	1	1142	39.11	02.8	19,260
pinny	81	1	1187	39.11	02.7	19,413
fubsy	81	1	1188	39.11	02.7	19,625
curch	81	1	1144	39.11	02.8	19,878
cully	81	1	1201	39.11	02.6	19,885
putts	81	1	1225	39.11	02.6	19,974
dodgy	81	1	1191	39.11	02.7	20,073
boody	81	1	1208	39.11	02.6	20,224
ships	81	1	1229	39.11	02.6	20,542
musts	81	1	1226	39.11	02.6	20,806
moror	81	1	1258	39.11	02.5	21,639
stush	81	1	1265	39.11	02.5	21,682
vanga	81	1	1237	39.11	02.6	21,978
chowk	81	1	1313	39.11	02.4	23,254
gully	81	1	1334	39.11	02.4	23,830
jaleo	80	1	0340	39.60	09.3	5,208
janes	80	1	0445	39.60	07.1	6,082
tozes	80	1	0467	39.60	06.8	6,574
adoze	80	1	0413	39.60	07.7	6,605
zeros	80	1	0451	39.60	07.0	6,773
adyts	80	1	0525	39.60	06.0	7,024
zetas	80	1	0466	39.60	06.8	7,082
yowes	80	1	0422	39.60	07.5	7,106
zones	80	1	0453	39.60	07.0	7,133
karez	80	1	0546	39.60	05.8	7,204
jones	80	1	0467	39.60	06.8	7,353
tizes	80	1	0562	39.60	05.6	7,367
waurs	80	1	0584	39.60	05.4	7,463
noxes	80	1	0471	39.60	06.7	7,494
noyau	80	1	0509	39.60	06.2	7,548
ylkes	80	1	0516	39.60	06.1	7,617
razee	80	1	0629	39.60	05.0	7,678
faves	80	1	0543	39.60	05.8	7,838
dozes	80	1	0545	39.60	05.8	7,882
sexto	80	1	0513	39.60	06.2	7,892
pekau	80	1	0493	39.60	06.4	8,130
nappe	80	1	0539	39.60	05.9	8,275
sices	80	1	0589	39.60	05.4	8,335
ikats	80	1	0613	39.60	05.2	8,386
kayos	80	1	0601	39.60	05.3	8,424
otaku	80	1	0487	39.60	06.5	8,494
safes	80	1	0562	39.60	05.6	8,504
lexis	80	1	0537	39.60	05.9	8,526
roker	80	1	0608	39.60	05.2	8,693
oleos	80	1	0594	39.60	05.3	8,697
ulzie	80	1	0558	39.60	05.7	8,805
octyl	80	1	0669	39.60	04.7	8,820
luxes	80	1	0594	39.60	05.3	8,940
sarus	80	1	0668	39.60	04.7	8,992
zatis	80	1	0676	39.60	04.7	9,095
ympes	80	1	0584	39.60	05.4	9,112
vibes	80	1	0631	39.60	05.0	9,125
resus	80	1	0556	39.60	05.7	9,133
wavey	80	1	0551	39.60	05.8	9,276
sease	80	1	0641	39.60	04.9	9,278
dosas	80	1	0628	39.60	05.0	9,282
rolls	80	1	0651	39.60	04.9	9,365
desis	80	1	0639	39.60	05.0	9,380
stoas	80	1	0628	39.60	05.0	9,389
yowsa	80	1	0612	39.60	05.2	9,417
yorks	80	1	0696	39.60	04.6	9,522
meake	80	1	0674	39.60	04.7	9,530
oxime	80	1	0534	39.60	05.9	9,535
gaged	80	1	0655	39.60	04.8	9,606
eggar	80	1	0543	39.60	05.8	9,633
zilas	80	1	0657	39.60	04.8	9,650
takhi	80	1	0683	39.60	04.6	9,662
foxie	80	1	0555	39.60	05.7	9,680
litai	80	1	0677	39.60	04.7	9,686
styte	80	1	0563	39.60	05.6	9,691
exist	80	1	0644	39.60	04.9	9,843
snell	80	1	0643	39.60	04.9	9,847
bekah	80	1	0575	39.60	05.5	9,852
disas	80	1	0656	39.60	04.8	9,921
nuses	80	1	0617	39.60	05.1	9,946
crass	80	1	0727	39.60	04.4	9,963
fazed	80	1	0666	39.60	04.8	10,034
perps	80	1	0641	39.60	04.9	10,050
karoo	80	1	0690	39.60	04.6	10,076
virus	80	1	0725	39.60	04.4	10,124
ngapi	80	1	0698	39.60	04.5	10,321
ferox	80	1	0635	39.60	05.0	10,372
seres	80	1	0774	39.60	04.1	10,378
press	80	1	0641	39.60	04.9	10,397
lemma	80	1	0565	39.60	05.6	10,419
washi	80	1	0672	39.60	04.7	10,434
yanks	80	1	0774	39.60	04.1	10,497
crazy	80	1	0738	39.60	04.3	10,629
pepos	80	1	0601	39.60	05.3	10,706
reddy	80	1	0664	39.60	04.8	10,712
swami	80	1	0678	39.60	04.7	10,715
ikons	80	1	0750	39.60	04.2	10,729
brers	80	1	0661	39.60	04.8	10,754
waifs	80	1	0724	39.60	04.4	10,759
ogeed	80	1	0752	39.60	04.2	10,835
advew	80	1	0696	39.60	04.6	10,845
weeis	80	1	0695	39.60	04.6	10,884
cocas	80	1	0697	39.60	04.6	10,999
yetts	80	1	0677	39.60	04.7	11,135
exult	80	1	0700	39.60	04.5	11,181
oicks	80	1	0738	39.60	04.3	11,219
sagos	80	1	0744	39.60	04.3	11,299
epopt	80	1	0703	39.60	04.5	11,343
poori	80	1	0768	39.60	04.1	11,397
cavus	80	1	0809	39.60	03.9	11,565
shoyu	80	1	0843	39.60	03.8	11,576
matai	80	1	0792	39.60	04.0	11,581
piais	80	1	0757	39.60	04.2	11,645
keets	80	1	0731	39.60	04.3	11,649
mirrl	80	1	0820	39.60	03.9	11,717
opium	80	1	0753	39.60	04.2	11,782
yowls	80	1	0821	39.60	03.9	11,815
comme	80	1	0668	39.60	04.7	11,818
koala	80	1	0799	39.60	04.0	11,836
ganks	80	1	0848	39.60	03.7	11,841
reefy	80	1	0687	39.60	04.6	11,852
docks	80	1	0823	39.60	03.9	11,878
elves	80	1	0791	39.60	04.0	11,893
bawds	80	1	0795	39.60	04.0	11,932
crocs	80	1	0801	39.60	04.0	11,937
psoas	80	1	0721	39.60	04.4	11,983
dewax	80	1	0704	39.60	04.5	11,986
basso	80	1	0749	39.60	04.2	11,992
penni	80	1	0678	39.60	04.7	12,010
vitex	80	1	0770	39.60	04.1	12,014
nikab	80	1	0777	39.60	04.1	12,089
piani	80	1	0808	39.60	03.9	12,189
nonis	80	1	0834	39.60	03.8	12,213
smell	80	1	0699	39.60	04.5	12,286
allus	80	1	0801	39.60	04.0	12,309
havoc	80	1	0796	39.60	04.0	12,311
pross	80	1	0844	39.60	03.8	12,319
ortho	80	1	0854	39.60	03.7	12,484
fidus	80	1	0863	39.60	03.7	12,500
goyim	80	1	0862	39.60	03.7	12,504
silds	80	1	0868	39.60	03.7	12,564
nahal	80	1	0877	39.60	03.6	12,680
cauda	80	1	0872	39.60	03.6	12,728
priss	80	1	0868	39.60	03.7	12,760
souls	80	1	0900	39.60	03.5	12,788
joust	80	1	0908	39.60	03.5	12,809
aargh	80	1	0883	39.60	03.6	12,897
kirby	80	1	0847	39.60	03.7	12,912
grill	80	1	0853	39.60	03.7	12,942
bigha	80	1	0771	39.60	04.1	13,021
topoi	80	1	0866	39.60	03.7	13,022
abbot	80	1	0743	39.60	04.3	13,030
diked	80	1	0813	39.60	03.9	13,098
khyal	80	1	0870	39.60	03.6	13,127
gleek	80	1	0871	39.60	03.6	13,145
gowls	80	1	0892	39.60	03.6	13,159
eched	80	1	0879	39.60	03.6	13,177
toyos	80	1	0915	39.60	03.5	13,282
gambs	80	1	0890	39.60	03.6	13,287
batts	80	1	0908	39.60	03.5	13,379
glows	80	1	0892	39.60	03.6	13,384
rammy	80	1	0832	39.60	03.8	13,410
taths	80	1	0927	39.60	03.4	13,544
fells	80	1	0744	39.60	04.3	13,646
meeps	80	1	0831	39.60	03.8	13,652
monks	80	1	0951	39.60	03.3	13,713
knops	80	1	0930	39.60	03.4	13,744
atmas	80	1	0911	39.60	03.5	13,782
bhang	80	1	0924	39.60	03.4	13,824
sangs	80	1	0936	39.60	03.4	13,840
unhip	80	1	0937	39.60	03.4	13,856
fifed	80	1	0848	39.60	03.7	13,944
burfi	80	1	0878	39.60	03.6	13,967
feyed	80	1	0904	39.60	03.5	13,974
katas	80	1	0958	39.60	03.3	13,992
fewer	80	1	0929	39.60	03.4	14,060
docos	80	1	0913	39.60	03.5	14,214
attar	80	1	0925	39.60	03.4	14,242
vinho	80	1	0924	39.60	03.4	14,300
sonny	80	1	0986	39.60	03.2	14,302
boygs	80	1	0947	39.60	03.4	14,358
gimme	80	1	0786	39.60	04.0	14,362
swell	80	1	0755	39.60	04.2	14,368
oxlip	80	1	0864	39.60	03.7	14,398
oligo	80	1	0933	39.60	03.4	14,576
conns	80	1	0976	39.60	03.3	14,776
smoky	80	1	0997	39.60	03.2	14,888
chirr	80	1	1014	39.60	03.1	14,969
spots	80	1	0978	39.60	03.2	15,013
brere	80	1	0975	39.60	03.3	15,032
mools	80	1	0981	39.60	03.2	15,143
podos	80	1	0980	39.60	03.2	15,177
hapas	80	1	1011	39.60	03.1	15,275
binks	80	1	1011	39.60	03.1	15,278
lumbi	80	1	0969	39.60	03.3	15,294
stull	80	1	1011	39.60	03.1	15,341
misky	80	1	0992	39.60	03.2	15,345
sodom	80	1	1013	39.60	03.1	15,392
ginks	80	1	1020	39.60	03.1	15,496
poufy	80	1	1033	39.60	03.1	15,538
ducks	80	1	0984	39.60	03.2	15,548
folio	80	1	0985	39.60	03.2	15,562
catch	80	1	0999	39.60	03.2	15,564
dwaal	80	1	1017	39.60	03.1	15,589
slims	80	1	1023	39.60	03.1	15,605
meech	80	1	0902	39.60	03.5	15,654
buiks	80	1	1012	39.60	03.1	15,724
flown	80	1	1013	39.60	03.1	15,735
mooni	80	1	1012	39.60	03.1	16,021
ginga	80	1	0873	39.60	03.6	16,025
bolls	80	1	1008	39.60	03.1	16,120
subas	80	1	0938	39.60	03.4	16,133
numps	80	1	1046	39.60	03.0	16,150
dooms	80	1	1013	39.60	03.1	16,179
pooka	80	1	0870	39.60	03.6	16,216
fatty	80	1	0987	39.60	03.2	16,226
krump	80	1	1015	39.60	03.1	16,283
sunts	80	1	1078	39.60	02.9	16,429
smits	80	1	1064	39.60	03.0	16,451
padma	80	1	1035	39.60	03.1	16,526
felly	80	1	0828	39.60	03.8	16,635
magas	80	1	1044	39.60	03.0	16,653
masha	80	1	1043	39.60	03.0	16,728
samba	80	1	1058	39.60	03.0	16,776
purps	80	1	1004	39.60	03.2	16,799
ceded	80	1	1060	39.60	03.0	16,799
doobs	80	1	1026	39.60	03.1	16,865
prook	80	1	1051	39.60	03.0	16,955
lipin	80	1	1080	39.60	02.9	16,962
flimp	80	1	1090	39.60	02.9	17,009
motty	80	1	1074	39.60	03.0	17,027
undid	80	1	1063	39.60	03.0	17,099
novum	80	1	1084	39.60	02.9	17,268
bubal	80	1	0975	39.60	03.3	17,328
glyph	80	1	1096	39.60	02.9	17,371
hists	80	1	1112	39.60	02.9	17,541
shams	80	1	1043	39.60	03.0	17,575
vouch	80	1	1118	39.60	02.8	17,774
whigs	80	1	1089	39.60	02.9	17,875
gooly	80	1	1120	39.60	02.8	17,970
lymph	80	1	1098	39.60	02.9	17,985
lacka	80	1	1115	39.60	02.8	18,086
kingy	80	1	1142	39.60	02.8	18,209
snook	80	1	1133	39.60	02.8	18,274
whilk	80	1	1132	39.60	02.8	18,593
plumb	80	1	1153	39.60	02.8	18,632
chivy	80	1	1145	39.60	02.8	18,800
titch	80	1	1167	39.60	02.7	18,836
fitts	80	1	1159	39.60	02.7	19,237
shuls	80	1	1154	39.60	02.8	19,251
moony	80	1	1190	39.60	02.7	19,262
woons	80	1	1156	39.60	02.7	19,377
goony	80	1	1232	39.60	02.6	20,422
malva	80	1	1198	39.60	02.6	20,833
pongo	80	1	1251	39.60	02.5	21,016
bulls	80	1	1217	39.60	02.6	21,395
pully	80	1	1277	39.60	02.5	22,155
moong	80	1	1314	39.60	02.4	22,850
pussy	80	1	1316	39.60	02.4	23,217
whoso	80	1	1302	39.60	02.4	23,482
goomy	80	1	1352	39.60	02.3	24,253
azole	79	1	0392	40.10	08.1	5,740
quare	79	1	0394	40.10	08.0	6,024
dazes	79	1	0501	40.10	06.3	6,619
tsked	79	1	0567	40.10	05.6	7,098
zaris	79	1	0535	40.10	05.9	7,238
quiet	79	1	0543	40.10	05.8	7,808
maxes	79	1	0527	40.10	06.0	7,846
gases	79	1	0525	40.10	06.0	7,961
jaspe	79	1	0512	40.10	06.2	7,992
areae	79	1	0648	40.10	04.9	8,153
orixa	79	1	0516	40.10	06.1	8,167
waves	79	1	0563	40.10	05.6	8,216
sards	79	1	0622	40.10	05.1	8,221
ixora	79	1	0516	40.10	06.1	8,366
izard	79	1	0577	40.10	05.5	8,443
arere	79	1	0648	40.10	04.9	8,683
omees	79	1	0575	40.10	05.5	8,730
quite	79	1	0543	40.10	05.8	8,730
jatos	79	1	0613	40.10	05.2	8,731
lazos	79	1	0611	40.10	05.2	8,733
kyars	79	1	0610	40.10	05.2	8,769
odyls	79	1	0609	40.10	05.2	8,788
ranns	79	1	0650	40.10	04.9	8,789
fyces	79	1	0515	40.10	06.2	8,944
bayou	79	1	0565	40.10	05.6	9,118
snars	79	1	0650	40.10	04.9	9,137
jutes	79	1	0623	40.10	05.1	9,361
sents	79	1	0590	40.10	05.4	9,400
kagos	79	1	0660	40.10	04.8	9,512
kynde	79	1	0625	40.10	05.1	9,620
pixes	79	1	0648	40.10	04.9	9,634
zoist	79	1	0746	40.10	04.3	9,684
haiku	79	1	0605	40.10	05.2	9,685
boyau	79	1	0568	40.10	05.6	9,695
lassi	79	1	0674	40.10	04.7	9,702
mixes	79	1	0622	40.10	05.1	9,752
necks	79	1	0584	40.10	05.4	9,953
pirai	79	1	0651	40.10	04.9	9,973
asura	79	1	0668	40.10	04.7	9,993
nests	79	1	0590	40.10	05.4	10,051
hithe	79	1	0637	40.10	05.0	10,075
nioza	79	1	0632	40.10	05.0	10,134
yechs	79	1	0676	40.10	04.7	10,390
duxes	79	1	0698	40.10	04.5	10,392
aduki	79	1	0558	40.10	05.7	10,454
rawks	79	1	0736	40.10	04.3	10,569
osmic	79	1	0688	40.10	04.6	10,624
seppo	79	1	0601	40.10	05.3	10,637
iddat	79	1	0678	40.10	04.7	10,664
faena	79	1	0634	40.10	05.0	10,690
trull	79	1	0749	40.10	04.2	10,695
rakia	79	1	0704	40.10	04.5	10,761
enurn	79	1	0608	40.10	05.2	10,803
casco	79	1	0697	40.10	04.6	10,844
karai	79	1	0704	40.10	04.5	10,854
rasps	79	1	0757	40.10	04.2	10,864
mozed	79	1	0714	40.10	04.4	10,880
yrivd	79	1	0770	40.10	04.1	10,904
oakum	79	1	0636	40.10	05.0	10,920
gesso	79	1	0603	40.10	05.3	10,940
stirs	79	1	0771	40.10	04.1	10,987
sours	79	1	0778	40.10	04.1	11,042
seise	79	1	0769	40.10	04.1	11,086
aloha	79	1	0722	40.10	04.4	11,187
hevea	79	1	0696	40.10	04.6	11,206
haith	79	1	0771	40.10	04.1	11,252
stans	79	1	0793	40.10	04.0	11,270
teddy	79	1	0663	40.10	04.8	11,274
dauds	79	1	0765	40.10	04.1	11,373
aswim	79	1	0678	40.10	04.7	11,389
ritzy	79	1	0752	40.10	04.2	11,422
fryer	79	1	0687	40.10	04.6	11,428
telex	79	1	0779	40.10	04.1	11,447
modem	79	1	0735	40.10	04.3	11,479
aglow	79	1	0710	40.10	04.5	11,479
solds	79	1	0802	40.10	04.0	11,576
speos	79	1	0697	40.10	04.6	11,613
furze	79	1	0702	40.10	04.5	11,636
gopak	79	1	0732	40.10	04.3	11,637
kiefs	79	1	0693	40.10	04.6	11,673
mecks	79	1	0668	40.10	04.7	11,687
feces	79	1	0781	40.10	04.1	11,718
gawds	79	1	0790	40.10	04.0	11,739
sabos	79	1	0749	40.10	04.2	11,789
casts	79	1	0849	40.10	03.7	11,801
paddo	79	1	0733	40.10	04.3	11,803
duads	79	1	0765	40.10	04.1	11,807
odums	79	1	0783	40.10	04.1	11,813
dekes	79	1	0837	40.10	03.8	11,877
maxis	79	1	0748	40.10	04.2	11,906
kangs	79	1	0848	40.10	03.7	12,039
wirra	79	1	0722	40.10	04.4	12,091
mecca	79	1	0609	40.10	05.2	12,100
yeesh	79	1	0677	40.10	04.7	12,139
miasm	79	1	0770	40.10	04.1	12,167
unpen	79	1	0712	40.10	04.5	12,206
motza	79	1	0721	40.10	04.4	12,277
vetch	79	1	0703	40.10	04.5	12,302
seifs	79	1	0686	40.10	04.6	12,362
statu	79	1	0812	40.10	03.9	12,370
palpi	79	1	0787	40.10	04.0	12,458
paaho	79	1	0800	40.10	04.0	12,501
untax	79	1	0759	40.10	04.2	12,505
sposa	79	1	0721	40.10	04.4	12,517
veery	79	1	0725	40.10	04.4	12,520
anyon	79	1	0704	40.10	04.5	12,528
befog	79	1	0668	40.10	04.7	12,689
apsos	79	1	0721	40.10	04.4	12,692
winze	79	1	0742	40.10	04.3	12,700
colic	79	1	0849	40.10	03.7	12,768
fondu	79	1	0903	40.10	03.5	12,944
hylic	79	1	0888	40.10	03.6	12,951
medii	79	1	0776	40.10	04.1	12,988
india	79	1	0756	40.10	04.2	13,038
ticky	79	1	0901	40.10	03.5	13,069
bedye	79	1	0873	40.10	03.6	13,161
agloo	79	1	0774	40.10	04.1	13,252
shads	79	1	0835	40.10	03.8	13,391
genii	79	1	0732	40.10	04.3	13,454
naams	79	1	0912	40.10	03.5	13,502
aloof	79	1	0800	40.10	04.0	13,604
iodin	79	1	0927	40.10	03.4	13,615
muxed	79	1	0847	40.10	03.7	13,649
rusts	79	1	0885	40.10	03.6	13,678
dwamy	79	1	0901	40.10	03.5	13,713
jotun	79	1	0924	40.10	03.4	13,813
tempt	79	1	0783	40.10	04.1	13,823
milfs	79	1	0926	40.10	03.4	13,857
hillo	79	1	0878	40.10	03.6	13,858
gemma	79	1	0649	40.10	04.9	13,862
loofa	79	1	0800	40.10	04.0	14,038
kiths	79	1	0975	40.10	03.3	14,059
snash	79	1	0901	40.10	03.5	14,071
bunje	79	1	0766	40.10	04.1	14,073
young	79	1	0984	40.10	03.2	14,085
snits	79	1	0981	40.10	03.2	14,197
enemy	79	1	0763	40.10	04.2	14,233
aband	79	1	0963	40.10	03.3	14,276
tawas	79	1	0963	40.10	03.3	14,319
agaty	79	1	0930	40.10	03.4	14,319
vinyl	79	1	0960	40.10	03.3	14,337
conic	79	1	0947	40.10	03.4	14,426
radar	79	1	0947	40.10	03.4	14,465
fundi	79	1	0960	40.10	03.3	14,474
frowy	79	1	0937	40.10	03.4	14,509
zigan	79	1	0857	40.10	03.7	14,532
whyda	79	1	0845	40.10	03.8	14,604
ammon	79	1	0790	40.10	04.0	14,610
faugh	79	1	0933	40.10	03.4	14,821
cooty	79	1	0981	40.10	03.2	14,832
fowls	79	1	0949	40.10	03.3	14,860
pamby	79	1	0968	40.10	03.3	14,905
smock	79	1	0996	40.10	03.2	14,923
peeks	79	1	0867	40.10	03.7	14,953
prowk	79	1	0960	40.10	03.3	14,963
drook	79	1	0967	40.10	03.3	14,971
makar	79	1	0974	40.10	03.3	15,016
bacco	79	1	0868	40.10	03.7	15,062
holon	79	1	0993	40.10	03.2	15,147
jorum	79	1	0946	40.10	03.4	15,186
oldly	79	1	0957	40.10	03.3	15,333
mayan	79	1	1000	40.10	03.2	15,396
limit	79	1	1001	40.10	03.2	15,401
myths	79	1	1009	40.10	03.1	15,475
bassy	79	1	0962	40.10	03.3	15,546
cinct	79	1	1033	40.10	03.1	15,554
karma	79	1	0974	40.10	03.3	15,618
swats	79	1	0963	40.10	03.3	15,749
soths	79	1	1039	40.10	03.1	15,857
fishy	79	1	1009	40.10	03.1	15,878
bocks	79	1	1002	40.10	03.2	15,882
sahab	79	1	1024	40.10	03.1	15,921
nicky	79	1	1034	40.10	03.1	16,106
ingan	79	1	0873	40.10	03.6	16,156
murrs	79	1	1001	40.10	03.2	16,257
misls	79	1	1023	40.10	03.1	16,297
facta	79	1	1022	40.10	03.1	16,371
begem	79	1	1009	40.10	03.1	16,432
jugal	79	1	0945	40.10	03.4	16,539
wonks	79	1	1051	40.10	03.0	16,553
noddy	79	1	1036	40.10	03.1	16,711
bliss	79	1	1051	40.10	03.0	16,785
flurr	79	1	1019	40.10	03.1	16,811
hotty	79	1	1068	40.10	03.0	17,140
nomos	79	1	1058	40.10	03.0	17,322
finks	79	1	1081	40.10	02.9	17,359
shags	79	1	1023	40.10	03.1	17,413
hurry	79	1	1039	40.10	03.1	17,438
wifty	79	1	1058	40.10	03.0	17,464
shins	79	1	1118	40.10	02.8	17,686
colog	79	1	1107	40.10	02.9	17,719
pulut	79	1	1088	40.10	02.9	17,743
binit	79	1	1119	40.10	02.8	17,769
popsy	79	1	1090	40.10	02.9	17,782
